2246,948000,80,32902
8035,948001,96,14678
7479,948001,93,6388
2332,948001,23,31689
11286,948001,54,35594
7026,948001,79,10876
9676,948001,30,17174
445,948001,58,24348
1442,948001,68,13594
11058,948001,4,30320
3016,948001,16,37055
10075,948002,21,25876
10026,948002,28,27612
11028,948002,53,31477
4888,948002,89,27227
6951,948002,61,30531
516,948002,53,48406
9766,948002,80,6006
6139,948002,56,14648
6182,948002,21,46570
5728,948002,6,8247
5105,948003,77,42034
8696,948003,25,35238
11601,948003,70,43098
11420,948003,95,18377
9118,948003,95,40461
2991,948003,49,18404
1871,948003,56,18231
2754,948003,54,16711
6137,948003,99,22788
3451,948003,87,6258
9319,948004,75,10770
3030,948004,72,22477
6055,948004,17,41079
5879,948004,24,2962
4017,948004,35,13837
1938,948004,53,29523
1123,948004,39,32123
7929,948004,25,37398
7270,948004,83,20514
9749,948004,11,20421
11691,948005,10,35603
8947,948005,64,10276
7643,948005,62,1377
151,948005,85,49705
8483,948005,51,34858
2538,948005,27,44085
10527,948005,89,36594
8744,948005,53,39212
6872,948005,79,8492
8283,948005,48,21244
376,948006,6,40405
7961,948006,84,40590
2885,948006,73,44084
11643,948006,57,13656
10126,948006,19,48080
5160,948006,84,37782
11413,948006,45,10908
6112,948006,1,39840
5351,948006,65,27350
6395,948006,17,10233
3651,948007,83,5455
2278,948007,13,37747
11804,948007,32,30695
4147,948007,31,12242
1105,948007,39,23468
5743,948007,44,48955
7776,948007,99,13348
3981,948007,76,47337
6249,948007,67,19068
11644,948007,70,29447
3645,948008,79,39373
8297,948008,55,3853
3035,948008,88,25707
6556,948008,55,38620
246,948008,100,3200
10090,948008,84,12937
4323,948008,3,1658
11422,948008,25,41767
876,948008,77,29672
11311,948008,47,9771
9888,948009,71,5339
11964,948009,16,44141
10354,948009,6,42912
4931,948009,92,14014
9924,948009,17,26249
5857,948009,65,8470
10924,948009,74,9367
4309,948009,80,1902
2830,948009,72,35015
2170,948009,74,28314
1198,948010,2,9011
2084,948010,59,15910
8825,948010,54,30132
10237,948010,25,27951
1790,948010,96,40524
5219,948010,70,30529
11591,948010,65,16337
11975,948010,17,25923
9562,948010,56,46443
11040,948010,43,29712
7665,948011,29,49144
8944,948011,19,19342
10960,948011,61,26935
10181,948011,58,48712
9596,948011,40,30678
8938,948011,73,45372
11346,948011,40,17893
599,948011,55,38076
1090,948011,18,44719
292,948011,55,24862
10139,948012,7,26051
4238,948012,98,47604
5581,948012,31,40725
5615,948012,96,4178
10165,948012,43,8570
517,948012,55,18565
6916,948012,12,40349
5733,948012,25,1212
7332,948012,83,43179
5350,948012,18,32543
5823,948013,22,34968
3867,948013,99,15200
6704,948013,5,3954
2143,948013,70,7908
10269,948013,84,28549
2046,948013,94,25672
6909,948013,6,45664
9778,948013,63,32207
4312,948013,10,26995
8270,948013,27,6239
2465,948014,96,29500
3147,948014,61,1355
8606,948014,42,35838
7996,948014,61,44208
9883,948014,31,48829
4631,948014,34,23121
358,948014,17,12679
3715,948014,55,48350
4893,948014,64,25093
4084,948014,34,28875
89,948015,70,49393
11707,948015,81,32027
8670,948015,47,27253
3698,948015,92,13750
114,948015,93,2079
6605,948015,20,3251
9348,948015,14,32585
4995,948015,68,41784
1647,948015,72,16760
4730,948015,65,24811
2172,948016,68,14136
3836,948016,5,25383
4059,948016,78,6606
9929,948016,50,28148
7629,948016,9,37451
7309,948016,35,18866
7622,948016,5,9185
9407,948016,23,23107
5990,948016,80,45676
474,948016,66,37084
10504,948017,96,48971
7274,948017,8,38178
8597,948017,23,42876
8594,948017,66,42374
546,948017,21,2988
9277,948017,2,11216
6304,948017,32,23930
1887,948017,97,31521
6535,948017,62,18797
6565,948017,18,9853
8191,948018,66,18793
11312,948018,51,3598
5426,948018,18,28810
3469,948018,70,22131
361,948018,71,27642
2266,948018,24,3878
8828,948018,76,36073
9574,948018,80,2322
7487,948018,2,7474
8627,948018,91,1982
5021,948019,1,6624
2092,948019,100,7760
4697,948019,28,49696
8650,948019,97,32573
10055,948019,19,29062
9807,948019,9,26434
9755,948019,80,43851
5205,948019,90,43489
8059,948019,57,26052
8964,948019,32,29127
9315,948020,16,1005
2141,948020,45,1989
6712,948020,21,46906
733,948020,61,46183
10630,948020,78,35030
3751,948020,46,31101
4009,948020,34,34906
8136,948020,33,29201
8333,948020,41,6774
2218,948020,85,46227
5563,948021,85,47526
4517,948021,58,5206
3957,948021,36,1700
11797,948021,76,726
7572,948021,77,23750
6231,948021,76,9997
11252,948021,10,41329
4518,948021,69,25899
5042,948021,51,9803
11676,948021,48,15676
2345,948022,76,26349
5303,948022,96,17450
958,948022,41,1435
6299,948022,60,41508
10420,948022,50,47338
8227,948022,4,13857
4611,948022,7,19927
10329,948022,59,33347
10388,948022,92,43357
4242,948022,22,22443
9747,948023,23,1300
11891,948023,19,31963
4564,948023,32,48778
1969,948023,41,34196
8481,948023,62,7931
11427,948023,25,23085
3204,948023,83,33926
5731,948023,44,8903
5668,948023,57,47691
10299,948023,52,46662
7543,948024,44,27338
6319,948024,21,45131
4709,948024,49,34032
4845,948024,1,35545
5892,948024,93,23662
3415,948024,63,35217
1390,948024,55,27635
6903,948024,88,40147
7196,948024,3,7163
1229,948024,89,14816
4605,948025,7,13566
5001,948025,75,5286
6496,948025,92,3311
8112,948025,43,25550
10552,948025,52,38374
2596,948025,20,33369
2373,948025,11,35654
1696,948025,96,18924
4151,948025,72,20138
6502,948025,45,49709
3777,948026,88,8365
4623,948026,98,5039
1487,948026,51,7125
817,948026,13,18920
5692,948026,50,13016
7656,948026,51,7649
8581,948026,13,38568
11643,948026,10,17013
10246,948026,91,16115
1587,948026,19,26813
11803,948027,90,8863
285,948027,9,19121
630,948027,51,25657
4465,948027,42,49578
5867,948027,5,16696
10939,948027,74,33032
27,948027,68,25846
5878,948027,32,48727
2220,948027,19,8267
1817,948027,76,21813
6491,948028,85,25140
6543,948028,81,30302
3565,948028,65,3129
2588,948028,25,31591
8177,948028,26,28007
9615,948028,73,47996
8586,948028,62,8461
6834,948028,13,21673
7318,948028,9,29363
6901,948028,57,41293
6352,948029,31,7266
3204,948029,17,13157
1263,948029,1,7563
10245,948029,10,44037
8607,948029,78,48463
2321,948029,8,17215
1503,948029,82,2232
5779,948029,84,21294
6923,948029,22,7461
5891,948029,32,16290
7178,948030,85,904
7222,948030,72,36968
1005,948030,95,17174
5469,948030,6,9022
4135,948030,59,42800
