658,727000,85,25679
8031,727001,86,45720
8723,727001,60,27274
2245,727001,77,20002
6807,727001,52,22823
9154,727001,51,38299
8251,727001,49,1271
2062,727001,4,23584
1834,727001,30,32512
7254,727001,4,30230
6019,727001,91,29749
5944,727002,47,18036
908,727002,86,45357
3626,727002,7,8797
2865,727002,31,36606
86,727002,49,26210
4047,727002,56,10589
11789,727002,46,9545
4557,727002,96,31334
1926,727002,6,45698
11375,727002,54,46208
5146,727003,54,17614
2198,727003,84,12261
3263,727003,88,39250
6306,727003,98,5859
3251,727003,32,25709
5440,727003,93,42304
3501,727003,46,17737
7876,727003,68,14911
9884,727003,19,46177
2653,727003,87,12970
9076,727004,56,34287
8882,727004,99,24062
10106,727004,68,46408
7840,727004,49,43902
157,727004,69,8840
1082,727004,66,24461
344,727004,31,45148
11474,727004,56,11752
3631,727004,72,23777
9141,727004,72,10493
3735,727005,92,8613
9610,727005,85,25451
7556,727005,84,37067
9429,727005,75,37729
11531,727005,71,1579
5459,727005,79,6074
5731,727005,73,31914
11614,727005,63,6695
11453,727005,2,14388
10160,727005,67,36811
2155,727006,1,1528
11371,727006,45,37232
572,727006,86,23657
9032,727006,24,1961
7083,727006,38,7731
3071,727006,23,40402
2024,727006,69,45046
7175,727006,20,26098
10913,727006,53,64
10215,727006,16,8983
2497,727007,7,24277
2866,727007,36,3563
10715,727007,69,6395
3564,727007,85,656
3030,727007,94,45296
9010,727007,9,16082
2857,727007,88,7250
8509,727007,68,41993
2306,727007,88,42514
5342,727007,88,48414
204,727008,100,42124
579,727008,100,19222
1758,727008,97,41883
6955,727008,80,1493
9734,727008,80,489
199,727008,43,39260
5369,727008,79,6800
7443,727008,31,16204
8076,727008,84,27236
8840,727008,75,49498
1603,727009,72,25764
11679,727009,14,48935
2787,727009,13,46939
6429,727009,39,38460
11247,727009,91,17388
6131,727009,41,11233
1697,727009,74,11456
5674,727009,48,3185
7328,727009,11,38243
7938,727009,0,24374
6548,727010,19,39282
6020,727010,10,38556
8362,727010,81,7770
9916,727010,22,25569
10647,727010,0,25312
5957,727010,57,25687
6485,727010,86,23061
873,727010,2,48684
3520,727010,82,46947
5732,727010,16,18450
4392,727011,55,28157
4287,727011,43,21260
1218,727011,21,49608
10189,727011,64,24562
10323,727011,43,16104
879,727011,9,17891
6082,727011,98,19980
6583,727011,12,36061
9965,727011,100,18015
7842,727011,1,10584
7011,727012,92,30525
2793,727012,95,43798
9114,727012,95,45516
1790,727012,5,18010
6152,727012,73,18674
5310,727012,94,28844
278,727012,22,40615
9082,727012,55,19926
4854,727012,25,659
7868,727012,93,2200
2609,727013,16,20388
11885,727013,59,901
985,727013,86,48090
2940,727013,97,24794
520,727013,69,37814
10433,727013,26,34309
7422,727013,46,39623
9876,727013,19,39790
1208,727013,30,21268
11611,727013,97,31692
7895,727014,67,17561
5827,727014,24,32606
2453,727014,51,9704
10283,727014,13,28135
8255,727014,91,11060
9493,727014,31,28193
8478,727014,51,37755
8835,727014,13,44073
11329,727014,51,21946
3412,727014,94,1301
7164,727015,74,47927
4694,727015,52,45496
8411,727015,52,2034
10697,727015,92,27512
4371,727015,39,37507
5283,727015,93,1126
1481,727015,51,29051
3623,727015,58,19456
4757,727015,58,27588
4474,727015,54,4789
6318,727016,10,31145
1131,727016,6,40786
6841,727016,47,13495
9179,727016,24,35173
40,727016,82,48564
3576,727016,7,11867
4529,727016,42,43031
11391,727016,5,27988
10519,727016,17,20467
5349,727016,89,35356
6281,727017,46,25478
11679,727017,16,40092
5213,727017,33,40228
10084,727017,70,35867
9835,727017,23,29209
3346,727017,47,14918
11928,727017,84,26319
1129,727017,49,48356
3882,727017,61,21319
4529,727017,29,11287
7191,727018,27,1967
2960,727018,55,35231
6215,727018,55,41038
10462,727018,22,28372
10712,727018,36,46345
3194,727018,51,29645
10329,727018,34,47159
11867,727018,23,12545
11676,727018,79,30276
5338,727018,32,40226
9576,727019,71,47825
8486,727019,9,4974
8500,727019,25,43232
8248,727019,15,18163
11211,727019,72,45673
7049,727019,95,49051
11992,727019,23,18751
6393,727019,99,17537
7158,727019,46,10570
3621,727019,29,42754
5973,727020,83,25052
773,727020,44,46569
1242,727020,68,12642
11689,727020,53,40113
11218,727020,36,1776
4806,727020,91,48405
9450,727020,89,22100
7184,727020,100,49820
5317,727020,20,23159
11381,727020,77,16490
9953,727021,0,41811
2171,727021,51,5788
6714,727021,54,7344
5298,727021,43,39346
11629,727021,93,44600
11402,727021,12,30939
9812,727021,29,7297
8383,727021,88,8953
10189,727021,1,22331
10037,727021,93,36463
3132,727022,47,1909
1601,727022,73,34873
35,727022,17,39860
9217,727022,26,18120
1124,727022,76,41725
2766,727022,9,47538
1263,727022,64,49107
117,727022,2,29887
10943,727022,19,45057
9012,727022,74,3386
6910,727023,11,7679
2700,727023,16,2716
2164,727023,85,17954
9389,727023,35,16040
5589,727023,82,42432
10444,727023,51,4637
11793,727023,92,29893
8997,727023,30,34801
7015,727023,6,30916
2342,727023,45,15963
2359,727024,28,40128
8962,727024,65,8325
8162,727024,50,25192
8367,727024,18,11422
9336,727024,71,49103
4596,727024,32,43766
8046,727024,1,38961
9794,727024,99,49907
8390,727024,32,46627
11166,727024,50,10172
1070,727025,37,37641
7658,727025,97,19180
4593,727025,98,3268
8159,727025,99,40729
9849,727025,7,22474
