4518,400000,54,5425
9353,400001,51,38315
9181,400001,40,8592
5156,400001,46,44453
461,400001,38,24919
4908,400001,38,1039
634,400001,47,22699
3525,400001,84,13742
10512,400001,52,37415
7778,400001,73,43696
7703,400001,12,32533
6375,400002,77,12329
5243,400002,53,15229
5251,400002,74,10809
8071,400002,84,45894
3657,400002,77,14709
11997,400002,66,23124
6316,400002,69,11193
6799,400002,69,11569
6946,400002,91,34985
1016,400002,78,16630
11156,400003,98,22573
8415,400003,5,1245
6279,400003,49,16774
11148,400003,82,46055
8998,400003,43,31267
523,400003,8,27977
4364,400003,5,10832
10523,400003,76,28702
3340,400003,52,26426
10222,400003,98,5842
10060,400004,26,20748
1858,400004,11,37327
11861,400004,15,24302
6444,400004,28,27498
5265,400004,10,2794
4115,400004,80,11891
10999,400004,16,13194
4050,400004,58,33904
9594,400004,69,33661
4587,400004,30,14656
8834,400005,63,34958
11303,400005,74,3975
2600,400005,75,20942
2846,400005,2,27008
10146,400005,45,8865
9493,400005,70,27914
1349,400005,57,37736
2342,400005,9,1109
1432,400005,53,49099
2735,400005,95,43142
9884,400006,9,30932
8737,400006,24,24580
8157,400006,49,8846
4313,400006,54,39187
8607,400006,90,39631
3445,400006,59,13820
9341,400006,3,47235
11523,400006,61,1797
6965,400006,33,44220
247,400006,3,11248
3122,400007,19,24151
4173,400007,18,24745
2403,400007,48,19063
10720,400007,17,5039
214,400007,30,43645
2298,400007,62,25684
8235,400007,12,34923
9246,400007,21,7876
796,400007,58,6439
3071,400007,47,35909
6766,400008,22,26651
11612,400008,89,49029
7964,400008,38,5296
8651,400008,44,16997
7142,400008,51,21510
6393,400008,14,45091
6319,400008,65,25962
6866,400008,96,44630
756,400008,52,1632
1522,400008,23,30493
3854,400009,8,40976
172,400009,83,29019
2315,400009,33,49850
10036,400009,82,30714
7306,400009,78,46756
4826,400009,91,24907
3404,400009,9,40881
1662,400009,22,22558
7925,400009,75,45547
3580,400009,58,4053
10540,400010,71,39695
2901,400010,4,46745
1897,400010,75,36896
1236,400010,68,32620
8087,400010,12,8161
973,400010,40,26395
836,400010,22,35000
5334,400010,57,15869
10445,400010,96,10113
5608,400010,7,47696
2556,400011,86,4577
10468,400011,11,17228
5820,400011,30,12295
4273,400011,91,17
2731,400011,71,16345
8161,400011,66,4825
8009,400011,82,15171
8402,400011,93,4826
10168,400011,17,18555
6433,400011,43,17911
11336,400012,99,4247
7996,400012,14,45676
9843,400012,19,11201
5164,400012,18,26525
6036,400012,58,1822
10805,400012,73,16597
5913,400012,38,10656
9571,400012,90,43387
1542,400012,54,29520
11776,400012,43,34283
7362,400013,4,1627
5890,400013,2,6326
5551,400013,25,12033
11586,400013,35,1268
7322,400013,53,31390
8319,400013,82,34087
9211,400013,20,45526
6457,400013,68,22499
2271,400013,49,7737
9287,400013,58,29477
10220,400014,30,17422
6370,400014,53,34924
392,400014,77,28459
4829,400014,12,14438
1066,400014,53,9059
1357,400014,97,33478
