Cemerlang Jaya Jaya Bintang Medika Apotik,Jl. Ikan Jenius Wilayah 39 Kota/Kabupaten MAMUJU Provinsi SULAWESI BARAT,POINT(119.37834384516512 -2.4839036411049538),Sarah Jackson Smith,1075001/607520/375119,868503520128,cemerlang-jaya-jaya-bintang-medika-apotik,357
Farmasi Bintang Obat Murni Sejahtera Pharma,Jl. Gajah Cepat Komplek 69 Kota/Kabupaten BOGOR Provinsi JAWA BARAT,POINT(106.94379338970228 -6.60339913522203),Allison Roberts Taylor,1564510/625531/690313,10607106681005,farmasi-bintang-obat-murni-sejahtera-pharma,75
Harmoni Farmasi Prima Sehat Apotek Jaya,Jl. Anjing Kecil Blok 33 Kota/Kabupaten OGAN KOMERING ILIR Provinsi SUMATERA SELATAN,POINT(105.23952601757014 -2.7167169604615324),Ashley Thomas Taylor,160042/265282/983803,726185790718,harmoni-farmasi-prima-sehat-apotek-jaya,394
Jaya Bumi Sentorsa Prima Jaya Sejahtera,Jl. Sawah Kecil Komplek 29 Kota/Kabupaten MANGGARAI TIMUR Provinsi NUSA TENGGARA TIMUR,POINT(120.7486552751706 -8.785973953969712),Megan Brown Jackson,4311410/501232/7310819,685190807600,jaya-bumi-sentorsa-prima-jaya-sejahtera,578
Nusantara Mawar Sentorsa Tubuh Bersama Apotik,Jl. Mangga Sejahtera Komplek 4 Kota/Kabupaten BERAU Provinsi KALIMANTAN TIMUR,POINT(118.42039864358836 1.294694295066396),Allison Jackson White,417520/6341026/661391,990558489018,nusantara-mawar-sentorsa-tubuh-bersama-apotik,923
Lestari Kimia Toko Indah Jaya Apotik,Jl. Durian Tinggi Daerah 33 Kota/Kabupaten NUNUKAN Provinsi KALIMANTAN UTARA,POINT(116.2043288624319 4.244486986895442),Katie Lewis Jackson,4971310/1021949/3913102,1811800061210,lestari-kimia-toko-indah-jaya-apotik,552
Medical Resep Bakti Bahagia Sejahtera Medika,Jl. Pisang Pintar Cluster 40 Kota/Kabupaten BOLAANG MONGONDOW UTARA Provinsi SULAWESI UTARA,POINT(123.67052883977604 0.7202574837780755),Sarah Brown Williams,815932/821232/921333,7108572702710,medical-resep-bakti-bahagia-sejahtera-medika,469
Apotik Farmasi Lestari Prima Bersama Pharm,Jl. Rambutan Indah Blok 46 Kota/Kabupaten LIMA PULUH KOTA Provinsi SUMATERA BARAT,POINT(100.51082680211064 0.1399837810650002),John Williams Anderson,958916/326315/202367,1810119891098,apotik-farmasi-lestari-prima-bersama-pharm,387
Cemerlang Resep Apotik Kimia Pharm Sejahtera,Jl. Gajah Tinggi Wilayah 1 Kota/Kabupaten MERAUKE Provinsi PAPUA,POINT(138.59361972185337 -8.195845750443118),Brittany Carter Miller,2271015/11042103/9661043,100108791026610,cemerlang-resep-apotik-kimia-pharm-sejahtera,125
Berkah Harmoni Nusantara Medical Farma Medik,Jl. Ikan Cerah Komplek 54 Kota/Kabupaten MURUNG RAYA Provinsi KALIMANTAN TENGAH,POINT(115.04867212470712 -0.201904599203349),Emily Martinez Moore,481937/266892/725135,380367471341,berkah-harmoni-nusantara-medical-farma-medik,697
