Apotik Indah Bintang Bakti Apotek Sejahtera,Jl. Apel Tinggi Daerah 12 Kota/Kabupaten KATINGAN Provinsi KALIMANTAN TENGAH,POINT(113.47028655952502 -2.072281283429412),Megan Jackson Wilson,1981064/10297100/670320,40828106101580,apotik-indah-bintang-bakti-apotek-sejahtera,418
Cemerlang Amanah Bintang Bakti Pharm Sehat,Jl. Anjing Cerah Cluster 29 Kota/Kabupaten PANDEGLANG Provinsi BANTEN,POINT(105.9074816583862 -6.701732166513724),Megan Nelson Harris,971881/760292/3109448,7105176475038,cemerlang-amanah-bintang-bakti-pharm-sehat,469
Terang Surya Farmasi Medic Apotik Sejahtera,Jl. Ikan Sari Komplek 85 Kota/Kabupaten EMPAT LAWANG Provinsi SUMATERA SELATAN,POINT(102.96278590044687 -3.562805151442756),Sarah Clark Garcia,1051470/4266105/10102935,892733189406,terang-surya-farmasi-medic-apotik-sejahtera,374
Amanah Terang Nusantara Prima Farma Jaya,Jl. Gunung Cerdas Cluster 91 Kota/Kabupaten BANYUASIN Provinsi SUMATERA SELATAN,POINT(104.63454249691324 -2.382425142749929),Ashley Clark Johnson,417602/323297/362532,41038105107192,amanah-terang-nusantara-prima-farma-jaya,718
Surya Bumi Jaya Tenaga Sejahtera Medika,Jl. Anjing Besar Blok 93 Kota/Kabupaten GRESIK Provinsi JAWA TIMUR,POINT(112.2714880694085 -6.967449944777614),Rachel Jones Martin,4471105/712342/937403,8190161098382,surya-bumi-jaya-tenaga-sejahtera-medika,696
Badan Amanah Medical Mawar Sejahtera Apotek,Jl. Gunung Cermat Blok 98 Kota/Kabupaten KAPUAS Provinsi KALIMANTAN TENGAH,POINT(114.44346460984264 -1.5869014251341778),Matt Smith Brown,689021/389273/9410813,83601041011043,badan-amanah-medical-mawar-sejahtera-apotek,233
Jaya Surya Bakti Badan Pharm Medik,Jl. Gedung Kecil Blok 19 Kota/Kabupaten FLORES TIMUR Provinsi NUSA TENGGARA TIMUR,POINT(123.0950681512497 -8.318849966620268),David Lewis Garcia,1221003/766286/1060813,3117551089140,jaya-surya-bakti-badan-pharm-medik,3
Mutiara Badan Bakti Prima Farma Jaya,Jl. Kebun Sejahtera Wilayah 42 Kota/Kabupaten SERAM BAGIAN TIMUR Provinsi MALUKU,POINT(130.08722896738954 -3.4756775838288068),David Clark Robinson,910575/2833100/118613,310689501541,mutiara-badan-bakti-prima-farma-jaya,27
Jaya Berkah Jaya Badan Apotek Medika,Jl. Gunung Kecil Komplek 88 Kota/Kabupaten SAROLANGUN Provinsi JAMBI,POINT(102.599846963277 -2.590954124903499),Michael Williams Jones,581111/385772/5363107,589994510305,jaya-berkah-jaya-badan-apotek-medika,513
Lestari Surya Amanah Surya Jaya Pharma,Jl. Ikan Sejahtera Komplek 63 Kota/Kabupaten BANYUASIN Provinsi SUMATERA SELATAN,POINT(104.2613576395324 -2.993365449426488),Brittany Parker Taylor,197159/442990/385908,6003196811061,lestari-surya-amanah-surya-jaya-pharma,755
